code,office,borough,address,latitude,longitude,install_date,LCD,QR,type
373,청구 어린이공원,중구,서울특별시 중구 다산로14길 41,37.555859,127.013855,15/06/2016,8,,LCD
374,청구역 2번출구 앞,중구,서울특별시 중구 청구로 지하77,37.560474,127.014076,15/06/2016,10,,LCD
375,다산 어린이공원,중구,서울특별시 중구 다산로40길 37,37.563717,127.018425,15/06/2016,8,,LCD
378,청계7가 사거리,중구,서울특별시 중구 다산로 지하260,37.569805,127.016953,15/06/2016,10,,LCD
379,서울역9번출구,중구,서울특별시 중구 세종대로 지하2,37.556,126.973358,15/06/2016,7,,LCD
380,CJ제일제당 앞,중구,서울특별시 중구 동호로 330,37.563866,127.002747,15/06/2016,8,,LCD
381,장충체육관,중구,서울특별시 중구 장충동2가 200-99,37.558533,127.006989,15/06/2016,10,,LCD
382,약수역 10번출구 앞,중구,서울특별시 중구 신당동 357-1,37.555199,127.010048,15/06/2016,7,,LCD
383,신당역 12번 출구 뒤,중구,서울특별시 중구 신당동 99,37.565849,127.016403,15/06/2016,17,,LCD
384,종로학원본원,중구,서울특별시 중구 청파로 456,37.55978,126.968506,15/06/2016,10,,LCD
387,훈련원공원주차장 앞,중구,서울특별시 중구 을지로 227,37.566994,127.003464,06/07/2016,10,,LCD
389,을지로4가역 1번출구,중구,서울특별시 중구 을지로 지하 178,37.56673,126.996605,03/08/2017,10,,LCD
390,충무로역 1번출구,중구,서울특별시 중구 퇴계로 212,37.56139,126.995354,03/08/2017,10,,LCD
391,정동길입구,중구,서울특별시 중구 세종대로19길 16,37.565437,126.973305,04/09/2017,8,,LCD
398,을지로3가역 3번출구,중구,중구 을지로3가 282-8 ,37.566559,126.992439,26/10/2018,8,,LCD
399,서울역 센트럴 자이아파트,중구,중구 만리동2가 176-1,37.554108,126.965408,12/10/2018,15,,LCD
428,명보사거리,중구,중구 초동 22-2 ,37.5644,126.991432,22/10/2018,10,,LCD
429,송도병원,중구,중구 신당동 432-730,37.549889,127.007347,22/10/2018,8,,LCD
430,KEB하나은행 장충동지점,중구,중구 장충동1가 26-1,37.562172,127.006264,02/11/2018,8,,LCD
431,청계천 영도교,중구,중구 황학동 2472-1 ,37.5709,127.019524,24/09/2020,,15,QR
433,을지로입구역 2번출구,중구,중구 을지로1가 118,37.566345,126.982292,14/12/2018,10,,LCD
434,신당 래미안 버스정류장,중구,중구 신당동 85-730,37.561489,127.023933,06/12/2018,10,,LCD
435,SK 남산빌딩,중구,중구 남대문로5가 520,37.556862,126.975616,06/12/2018,10,,LCD
826,서울역 서부교차로2,중구,서울특별시 중구 만리동1가 22-1,37.555367,126.968643,03/08/2017,20,,LCD
441,염천교사거리,중구,중구 순화동 212-9,37.559891,126.97068,31/01/2020,,15,QR
442,서울역 서부,중구,봉래동 2가 122-11,37.553692,126.97216,03/02/2020,,20,QR
443,호암아트홀,중구,봉래동 2가 122-11,37.562111,126.970718,31/01/2020,,9,QR
444,서울역3번 출구,중구,통일로 20,37.557602,126.97258,03/02/2020,,20,QR
445,대한상공회의소,중구,세종대로 39,37.560291,126.974548,31/01/2020,,10,QR
466,롯데호텔,중구,을지로 30,37.565842,126.979813,28/02/2020,,20,QR
467,한국은행,중구,남대문로 39,37.562214,126.980866,31/01/2020,,16,QR
468,웨스틴 조선호텔,중구,소공로 106,37.564159,126.979485,31/01/2020,,10,QR
469,회현역 1번출구,중구,퇴계로 72,37.559231,126.980141,31/01/2020,,16,QR
470,회현역 7번출구,중구,회현동 1가 23-1,37.55965,126.979889,31/01/2020,,20,QR
471,회현사거리 남측,중구,퇴계로 100,37.56036,126.982651,31/01/2020,,10,QR
472,삼일교(시그니쳐 타워),중구,청계천로 100,37.567871,126.988983,30/01/2020,,12,QR
473,을지로4가역 9번출구,중구,을지로 170,37.566051,126.997986,01/03/2020,,20,QR
474,동대문역사문화공원역 1번출구 뒤편,중구,을지로 281,37.566299,127.008492,29/01/2020,,30,QR
475,ddp패션몰,중구,마장로 22,37.56765,127.01181,29/01/2020,,16,QR
476,광희문,중구,퇴계로 344,37.56443,127.009956,29/01/2020,,10,QR
477,앰배서더 호텔 주변,중구,장충동2가 191-21,37.559288,127.002686,30/01/2020,,10,QR
479,동대입구역 3번 출구,중구,장충동2가 199-4,37.559376,127.006027,30/01/2020,,13,QR
