month,code,office,rentals,returns
'201702','573',' ?????? ?',272,246
'201702','574',' ????4???',156,113
'201702','575',' ???? ????',23,33
'201702','576',' ???? 3? ??',57,89
'201702','577',' ????????',107,111
'201702','621',' ?????? ?',37,33
'201702','137',' NH?? ???? ?',105,59
'201702','622',' ????? ???',147,222
'201702','623',' ????? ?? ?',307,204
'201702','624',' ??? ????? ?',169,192
'201702','625',' ??????? ?(???? ?)',135,118
'201702','626',' ??? ?? ???',65,66
'201702','627',' ?????? ???',104,113
'201702','628',' ?????? ?',42,42
'201702','630',' ???? ???',193,198
'201702','631',' ???? 1???',201,247
'201702','102',' ??? 1??? ?',376,302
'201702','138',' ??? ?1????? ?',154,149
'201702','633',' ??? ???? ?',258,279
'201702','634',' ???? ?? ?',170,201
'201702','635',' ??? ? (????? ?)',167,143
'201702','636',' ??????? ???',76,94
'201702','637',' KAIST ???? ?',82,90
'201702','638',' ????? ?????',72,131
'201702','639',' ????? ??',253,205
'201702','640',' KEB???? ??????',82,74
'201702','641',' ??? 4???',213,239
'201702','642',' ??? ???',137,123
'201702','140',' ???? ??',152,204
'201702','643',' ????????? (????)',96,127
'201702','230',' ?????? 1???',368,314
'201702','260',' ??? ?????? ?',100,101
'201702','262',' ?????? ???',186,218
'201702','263',' ????? ???',118,111
'201702','264',' ?????? ?',100,150
'201702','265',' ??????? ???',90,66
'201702','141',' ?? ???? ?',143,126
'201702','266',' ??????? ???',255,274
'201702','267',' ???? ?? ?',74,66
'201702','268',' ???????? ?',111,104
'201702','270',' ??????????',65,53
'201702','271',' ??????????? ?',148,86
'201702','272',' ?????',178,175
'201702','716','??6? ???? ??',162,173
'201702','139',' ??? ?? ???',123,77
'201702','719',' ????? ???',52,64
'201702','720',' ???????? ?',56,16
'201702','816',' ???? 6??? ?',209,255
'201702','817',' ???? 4??? ?',59,73
'201702','818',' ???? ?? ???',153,178
'201702','819',' ????? ????',151,205
'201702','820',' ????? ???',128,158
'201702','822',' ??1? ????',119,124
'201702','823',' ??????? ?',46,56
'201702','825',' ???? ???? ?',222,259
'201702','199',' ?? ??? ???',177,140
'201702','388',' ????? ?',132,147
'201702','584',' ???? ???',143,100
'201702','585',' ??2?1? ????? ??',123,103
'201702','586',' ??? ????',58,63
'201702','900',' ??????',131,172
'201702','901',' ??1????',162,124
'201702','200',' ??????',163,147
'201702','902',' ??? ??????',24,51
'201702','903',' ????? ????',93,76
'201702','904',' ????? ????',115,103
'201702','905',' ???? 2???',166,208
'201702','906',' ???? 5???150M ??',224,235
'201702','907',' CJ ????',339,456
'201702','908',' ??? 4???',109,119
'201702','909',' ??? ????? 3?',81,30
'201702','911',' ??????(???4???)',129,132
'201702','201',' ????? ?',208,187
'201702','912',' ?????',161,205
'201702','913',' ??? ???',219,232
'201702','914',' ??? 2???',244,305
'201702','915',' ??? 4???',149,184
'201702','916',' ????? ?',75,90
'201702','917',' ??? 4???',140,49
'201702','919',' ??????',41,43
'201702','921',' ??????',73,47
'201702','202',' ???? ?',293,330
'201702','922',' ???? 4???',75,46
'201702','923',' ???? ????',77,71
'201702','924',' ?????',44,32
'201702','925',' ??? 2???',40,35
'201702','926',' ??? 8???',167,142
'201702','927',' ???? 3??? ??',79,59
'201702','928',' ?????????',23,10
'201702','930',' ? ????? ???',26,35
'201702','931',' ?????',97,158
'201702','932',' ????',104,120
'201702','933',' LG??? ???',126,124
'201702','587',' KEB???? ??????',95,91
'201702','588',' ?? ????',67,64
'201702','103',' ??? 2??? ?',240,258
'201702','204',' ?????? 5??? ?',145,134
'201702','203',' ?????? 3??? ?',270,245
'201702','205',' ???? ?',210,198
'201702','206',' KBS ?',281,270
'201702','209',' ???????? ?',239,302
'201702','210',' IFC?',371,413
'201702','211',' ???? 4??? ?',584,461
'201702','212',' ???? 1??? ?',320,330
'201702','213',' KT?',352,327
'201702','104',' ??? 1??? ?',301,254
'201702','214',' ????? ?',154,135
'201702','218',' ????? ?',147,180
'201702','219',' ???????? ?',171,169
'201702','220',' ????? A? ?',149,157
'201702','215',' ????? ?',71,83
'201702','216',' ?????1? ?',366,356
'201702','217',' NH???? ?',241,252
'201702','221',' ????? ?',353,354
'201702','222',' ?????????? ?',293,375
'201702','223',' ??????? ?',295,266
'201702','105',' ??? 5??? ?',167,133
'201702','224',' ???? ?',357,399
'201702','225',' ????? ?',289,211
'201702','226',' ??? 1??? ?',153,112
'201702','207',' ????? 1??? ?',753,730
'201702','???? ???','???? ???',2,5
'201702','401',' ??????? 10?? ?',126,139
'201702','402',' ??????? 9?? ?',187,228
'201702','403',' ????? ?',147,70
'201702','106',' ??? 7??? ?',358,331
'201702','405',' DMC? ?',130,159
'201702','406',' ??????? 7?? ?',153,114
'201702','421',' ???? ?',480,566
'201702','407',' ??? ????????',146,177
'201702','408',' LG CNS?',187,242
'201702','420',' ??? ????? ????',131,149
'201702','409',' ?????? ?',413,421
'201702','419',' ???? ?',547,475
'201702','410',' ????? ?',93,49
'201702','418',' ??????? 3??? ?',311,348
'201702','107',' ???? ???????? ?',411,562
'201702','411',' DMC???',155,127
'201702','412',' DMC???????? ?',366,361
'201702','413',' ??????? 3?? ??',190,120
'201702','417',' DMC? 2??? ?',286,266
'201702','414',' ??????? ?',188,176
'201702','415',' DMC? 9??? ?',518,399
'201702','416',' ??????? 1?? ???',224,123
'201702','500',' ??????? 3??? ?',240,234
'201702','501',' ????? ?',283,312
'201702','502',' ?????? 1??? ?',533,626
'201703',,,0,471
'201703','108',' ??? ???',522,488
'201703','503',' ?????? C? ?',441,459
'201703','504',' ?????????',435,463
'201703','505',' ????? ?????? ?',569,518
'201703','506',' ?? ??? ??? ?',154,132
'201703','507',' ?????????? ?',216,204
'201703','508',' ???????? ?',344,305
'201703','509',' ??? ????? ?',626,567
'201703','510',' ??? ?? ????? ?',384,400
'201703','511',' ???? 4? ?? ?',956,1054
'201703','512',' ??? 1? ?? ?',722,654
'201703','109',' ???? ?',522,554
'201703','400',' ????????? 1? ?',342,326
'201703','513',' ??? 5? ?? ??? ?',411,464
'201703','514',' ????? ????? ?',487,477
'201703','515',' ????? ?',246,259
'201703','516',' ????? ?',389,415
'201703','300',' ?????',647,525
'201703','301',' ???? 7??? ?',370,353
'201703','302',' ???? 4??? ?',739,780
'201703','303',' ???? 1??? ?',620,540
'201703','115',' ???? ?? ?',716,561
'201703','304',' ???? 2??? ?',413,391
'201703','305',' ???? ?',652,733
'201703','306',' ???? 7??? ?',367,318
'201703','307',' ??????? ?',578,519
'201703','308',' ??? S?? ?',386,376
'201703','309',' ???? 6??? ?',395,378
'201703','310',' ???? ?',315,275
'201703','311',' ???? ?',754,653
'201703','312',' ??? 1??? ?',592,567
'201703','313',' ??? ?? ??? ?',352,392
'201703','110',' ???',158,121
'201703','314',' ???????',699,714
'201703','315',' ???? ????? ?',454,514
'201703','316',' ??? 1??? ?',778,748
'201703','318',' ????? ??',370,312
'201703','320',' ?????? 4??? ?',488,507
'201703','321',' KEB ???? ?? ?',397,351
'201703','322',' ???? ?',380,240
'201703','116',' ???????? ?',608,746
'201703','324',' ?????? ?? ?',519,472
'201703','326',' ??? 5??? ?',721,555
'201703','327',' ???? ?',566,648
'201703','328',' ???? ?',808,676
'201703','329',' ??2? ??? ?',679,673
'201703','330',' ??? ????',366,364
'201703','331',' ???2? ??? ??',299,304
'201703','332',' ???2? ??? ??',290,232
'201703','111',' ??? 2??? ?',745,628
'201703','334',' ??3?? 2??? ?',768,833
'201703','335',' ??3?? 15??? ?',556,522
'201703','336',' ??? ?? ?',641,595
'201703','337',' ??? ??',317,292
'201703','338',' ????? ?',760,887
'201703','339',' ??4? ???',893,785
'201703','340',' ??? ???',762,798
'201703','341',' ??? 3??? ?',611,525
'201703','342',' ??? ??????',701,796
'201703','343',' ????(???) ?',282,280
'201703','112',' ????? ?',802,883
'201703','344',' ???? E??? ?',556,620
'201703','345',' ???????? ?',465,575
'201703','346',' ???? ?',736,768
'201703','347',' ?????????? 9??? ?',611,604
'201703','349',' ???????',554,428
'201703','350','KEB ????(??? ??) ?',505,472
'201703','351',' ???? ? ???',552,469
'201703','352',' ????? ???',294,175
'201703','353',' ???? ? ???',311,341
'201703','117',' ?????',395,431
'201703','354',' ???? ??? ?',667,530
'201703','355',' ???????? ?',464,501
'201703','356',' KT???? ?',490,433
'201703','358',' ???? ???',1183,1187
'201703','359',' ??????',608,630
'201703','361',' ???? 1??? ?',519,596
'201703','362',' ??8? ???',455,422
'201703','363',' ???? 11??? ?',248,263
'201703','364',' ??? 1??? ?',311,218
'201703','113',' ????? 2??? ?',1973,2488
'201703','367',' ???? 3-1??? ',315,267
'201703','368',' SK ???? ?',384,406
'201703','369',' ??? ??????',428,347
'201703','348',' ???? ???',239,276
'201703','370',' ???(2??) 9??? ?',442,411
'201703','371',' ????? 6??? ?',370,371
'201703','372',' ??? 3??? ?',155,170
'201703','373',' ?? ?????',45,28
'201703','374',' ??? 2??? ?',218,285
'201703','118',' ???? 2??? ?',572,594
'201703','375',' ?? ?????',318,352
'201703','377',' ??? 4??? ?',150,139
'201703','378',' ??7? ???',409,411
'201703','379',' ???9???',243,189
'201703','380',' CJ???? ?',422,403
'201703','381',' ?????',92,26
'201703','382',' ??? 10??? ?',161,203
'201703','383',' ??? 12? ?? ?',698,680
'201703','384',' ?????? ',188,170
'201703','114',' ????? 8??? ?',916,911
'201703','142',' ??? 4??? ?',345,385
'201703','143',' ??? 2???',449,545
'201703','144',' ??? 8???',776,1028
'201703','145',' ??? 5???',441,423
'201703','146',' ??? 1??? ?',659,743
'201703','147',' ??? 4??? ?',494,692
'201703','148',' ??? ???? ?',412,474
'201703','150',' ???? 2??? ?',424,589
'201703','151',' ??1?????',410,516
'201703','152',' ???????? ?',1027,1319
'201703','119',' ???? ??',662,650
'201703','153',' ??2? ???',693,756
'201703','154',' ????? ',562,681
'201703','155',' ???1 ??? ?',497,487
'201703','156',' ???????? ?',422,539
'201703','157',' ???? 4??? ?',415,510
'201703','158',' ??? ??? ??',357,367
'201703','159',' ??? 4? ??',571,289
'201703','160',' ???? ????',401,399
'201703','161',' ????1? ??',113,103
'201703','162',' ?????? ?',518,289
'201703','120',' ??? ???',218,221
'201703','163',' ??????? ?? ?',342,231
'201703','164',' ???1? ???? ',246,185
'201703','165',' ??????',435,384
'201703','166',' ??? ????',531,542
'201703','167',' ?????? ?',188,74
'201703','168',' ???? ???',171,117
'201703','169',' ??? ???',177,132
'201703','170',' ??? ??? ??? ?',398,429
'201703','171',' ???? ?',378,489
'201703','172',' ??????',355,311
'201703','121',' ????? ?',296,314
'201703','173',' ???? 8??? ?',392,439
'201703','175',' ??2??',640,582
'201703','179',' ??? 4??? ?',571,597
'201703','180',' ???? 7??? ?',481,346
'201703','518',' ??? ??? ?',174,182
'201703','519',' ?????',301,253
'201703','520',' ????? 4? ?? ?',392,286
'201703','521',' ???? 11? ?? ?',427,482
'201703','522',' ??? 1??? ?',97,106
'201703','523',' ????? ?',37,12
'201703','122',' ?????? ?',611,604
'201703','524',' ????????? ??? 102? ?',120,71
'201703','525',' ????????',788,812
'201703','526',' ?????? ?',265,283
'201703','529',' ???? 8? ?? ?',452,400
'201703','530',' ??????? ?',202,185
'201703','533',' ???? ??? ?? ?',103,127
'201703','534',' ?????',105,112
'201703','535',' ?????',237,194
'201703','536',' ??? 2??? ?',271,288
'201703','537',' ?????? ??',491,500
'201703','123',' ??? ??',173,147
'201703','538',' ???? 8??? ?',266,354
'201703','550',' ?????? ?',286,303
'201703','539',' ??????',249,297
'201703','540',' ??? 7??? ???? ?',828,939
'201703','542',' ??? 4??? ?',204,230
'201703','543',' ????(????? ?)',216,173
'201703','544',' ?????',229,228
'201703','546',' ?????? ???',230,192
'201703','548',' ?????',425,493
'201703','549',' ???? 3???',383,391
'201703','124',' ??? ?? ???',829,664
'201703','600',' ??2? ????',294,330
'201703','601',' ???????',193,201
'201703','602',' ??? ???',476,660
'201703','604',' ??????? ? ??',129,152
'201703','605',' ????8???',178,183
'201703','606',' ?????',130,159
'201703','607',' ???? 2???',199,250
'201703','608',' ???????',116,170
'201703','609',' ??2?',522,569
'201703','125',' ??? ?? ?',840,983
'201703','610',' ???? ???',242,241
'201703','612',' ?????? ? ???',255,300
'201703','613',' ???? 10??? ?',422,404
'201703','614',' ??? ???',511,518
'201703','615',' ??? ?????????? ?',282,269
'201703','616',' ????? ?',303,124
'201703','617',' ??????? ?',336,365
'201703','227',' ??2??? ???? ??',203,273
'201703','228',' ???? 3??? ?',532,438
'201703','229',' ??1 ???? ?',398,349
'201703','126',' ??? ?? ?',815,883
'201703','231',' ???????? ??',155,159
'201703','232',' ???? ????? ?',668,704
'201703','233',' YP ?? ?',63,64
'201703','234',' ????????? ?',78,107
'201703','235',' ??? ???? ?',160,165
'201703','236',' ???????? ?',176,203
'201703','237',' ??? ???? ???',280,270
'201703','238',' ?2?????? ?',555,487
'201703','239',' ????? ?',345,362
'201703','240',' ??? 4??? ?',304,323
'201703','127',' ????? ?',388,198
'201703','241',' ????1???? ? ??',159,170
'201703','242',' ?????????? ?',267,250
'201703','243',' ??????? ?',157,183
'201703','244',' ???????? ?',471,584
'201703','245',' ???? ???? ?',360,382
'201703','247',' ??? 10??? ?',935,903
'201703','248',' ????? ?',468,502
'201703','249',' ?????? ?',439,596
'201703','250',' ????? ???',149,145
'201703','251',' ??????? ?????',161,118
'201703','101',' (?)??? ????',210,239
'201703','128',' ???(2??) 1??? ?',729,737
'201703','252',' ????4???',301,319
'201703','253',' ??? 5??? ??',284,215
'201703','254',' ???? ?',82,94
'201703','255',' ??4??',151,237
'201703','256',' ???????',152,122
'201703','257',' ?????(????)',379,468
'201703','258',' ???3???',360,396
'201703','259',' ???6???',810,954
'201703','700',' KB???? ??? ?? ?',321,370
'201703','701',' ????? ??',89,148
'201703','129',' ???(2??) 6??? ?',419,440
'201703','702',' ?4????? ?',82,122
'201703','703',' ???? 7??? ?',626,669
'201703','704',' ??????? ???',198,251
'201703','706',' ??????',206,215
'201703','707',' ??3?????',148,149
'201703','708',' ?????????? ?',311,343
'201703','709',' ??3? ????? ?',50,53
'201703','710',' ????????? ???',101,84
'201703','711',' ????????? ?',96,38
'201703','712',' ?????? ???',73,126
'201703','130',' ???(2??) 7??? ?',464,644
'201703','713',' ????? ?',43,43
'201703','714',' ??SGI ?????? ?',25,51
'201703','800',' ???? ?',379,508
'201703','802',' ???? 2? ?? ?',246,95
'201703','803',' ???? ? ????',98,125
'201703','805',' ??????? ?',304,374
'201703','806',' ???? ?? ?',278,250
'201703','807',' ??? 12? ?? ?',302,327
'201703','808',' ???? ???? ?',108,96
'201703','131',' ??2?',295,337
'201703','809',' ?? ??? ?????',402,498
'201703','810',' ???????',187,184
'201703','811',' ????1???',513,257
'201703','812',' ???????',142,143
'201703','813',' ???? 3???',255,243
'201703','815',' LIG????? 103??',307,336
'201703','385',' ??? 5???',637,594
'201703','386',' ????? ????? ?',546,360
'201703','387',' ???????? ?',239,217
'201703','181',' ????? ??',215,211
'201703','132',' ??????',455,448
'201703','182',' ??2????? ?',520,529
'201703','183',' ????????? ???',899,908
'201703','184',' SK?????? ???',513,557
'201703','185',' ?? ???? ?',629,482
'201703','186',' ?????',959,1002
'201703','177',' ??? ????',133,137
'201703','188',' ??? ???? ??',256,258
'201703','191',' ????',203,264
'201703','192',' ???????',206,203
'201703','178',' ??3? ?',152,142
'201703','133',' ?????',246,323
'201703','194',' ??? ?',548,496
'201703','195',' ??????? ',340,221
'201703','196',' ????? ??',196,144
'201703','198',' ??2?',284,231
'201703','556',' ?????',132,141
'201703','557',' ??? ???? ?',359,378
'201703','558',' ???? ????? ?',378,368
'201703','134',' ??? ???',226,243
'201703','559',' ???? 4? ?? ???',498,503
'201703','560',' ???? ?',319,280
'201703','561',' ???? 2??? ?',552,512
'201703','562',' ?????? ?',277,229
'201703','563',' ????? ???',382,512
'201703','564',' ??? 3???',38,31
'201703','565',' ??? 3???',725,788
'201703','567',' ??? 2??? ?',706,597
'201703','568',' ??8???? ??',599,634
'201703','135',' ??? ???? ?',202,302
'201703','569',' ??????? ???',120,72
'201703','578',' ????? ??',335,333
'201703','579',' ??? 4???',421,349
'201703','580',' ???? 3??? ?',89,43
'201703','581',' ??????',208,233
'201703','582',' ????? ?',252,200
'201703','583',' ??? ???? ?',648,705
'201703','551',' ??????? ?',308,328
'201703','552',' ??????? ?',60,74
'201703','553',' ?? ??APT ?',234,234
'201703','136',' ??? ????',271,78
'201703','554',' ???? ???',289,186
'201703','555',' ??3?????',72,79
'201703','571',' ???????6???',683,625
'201703','572',' ???? ???? ?',208,157
'201703','573',' ?????? ?',497,469
'201703','574',' ????4???',447,343
'201703','575',' ???? ????',79,74
'201703','576',' ???? 3? ??',154,173
'201703','577',' ????????',267,309
'201703','621',' ?????? ?',85,94
'201703','137',' NH?? ???? ?',264,176
'201703','622',' ????? ???',278,449
'201703','623',' ????? ?? ?',919,539
'201703','624',' ??? ????? ?',281,412
'201703','625',' ??????? ?(???? ?)',224,283
'201703','626',' ??? ?? ???',131,155
'201703','627',' ?????? ???',168,181
'201703','628',' ?????? ?',62,78
'201703','630',' ???? ???',408,365
'201703','631',' ???? 1???',466,516
'201703','102',' ??? 1??? ?',849,862
'201703','138',' ??? ?1????? ?',469,372
'201703','633',' ??? ???? ?',462,518
'201703','634',' ???? ?? ?',704,721
'201703','635',' ??? ? (????? ?)',364,305
'201703','636',' ??????? ???',194,202
'201703','637',' KAIST ???? ?',219,199
'201703','638',' ????? ?????',270,429
'201703','639',' ????? ??',610,498
'201703','640',' KEB???? ??????',209,191
'201703','641',' ??? 4???',458,547
'201703','642',' ??? ???',223,249
'201703','140',' ???? ??',344,426
'201703','643',' ????????? (????)',248,313
'201703','230',' ?????? 1???',669,613
'201703','260',' ??? ?????? ?',213,191
'201703','262',' ?????? ???',349,380
'201703','263',' ????? ???',247,227
'201703','264',' ?????? ?',236,282
'201703','265',' ??????? ???',150,136
'201703','141',' ?? ???? ?',441,382
'201703','266',' ??????? ???',482,501
'201703','267',' ???? ?? ?',269,221
'201703','268',' ???????? ?',287,264
'201703','270',' ??????????',168,112
'201703','271',' ??????????? ?',230,181
'201703','272',' ?????',805,830
'201703','716','??6? ???? ??',293,309
'201703','139',' ??? ?? ???',358,238
'201703','719',' ????? ???',137,150
'201703','720',' ???????? ?',73,39
'201703','816',' ???? 6??? ?',555,636
'201703','817',' ???? 4??? ?',124,129
'201703','818',' ???? ?? ???',480,561
'201703','819',' ????? ????',363,428
'201703','820',' ????? ???',365,349
'201703','822',' ??1? ????',285,363
'201703','823',' ??????? ?',148,154
'201703','825',' ???? ???? ?',716,912
'201703','199',' ?? ??? ???',593,457
'201703','388',' ????? ?',424,458
'201703','584',' ???? ???',463,382
'201703','585',' ??2?1? ????? ??',270,260
